coll_lecture	coll_session	subj	text_id	sentence	sentence.1	label_ref	sentiment	gibbs veronika	gibbs jessica	final
ethics	2	2	4	Es ist nichts Unvorhergesehenes passiert, aber wir waren etwas knapp an Zeit.	Nothing unexpected happened, but we were a little short on time.	0	2	2	0	0.0
ethics	2	2	5	Die Zeit ist eine Herausforderung, ich denke, wir brauchen mehr Zeit für die Diskussion, um uns mehr auf die Lösungen zu konzentrieren und nicht nur auf die Fragen.	Time is a challenge, I think we need more time for discussion to focus more on the solutions and not just the questions.	1	2	3	2022-03-02 00:00:00	2.0
ethics	2	2	5	Der Kurs ist eine ernsthafte Einladung für uns, tiefer zu denken, aber wir müssen dieses Wissen mit der Praxis abgleichen	The course is a serious invitation for us to think deeper, but we need to match this knowledge with practice	1	3	5	2022-05-02 00:00:00	5.0
ethics	2	2	6	ich habe Übersicht über die so viele Informationen und Materialien verloren	I have lost track of so much information and materials	1	2	0	0	0.0
ethics	2	2	7	Die Festlegung eines konkreten Themas war relativ mühsam, wir kommen alle aus unterschiedlichen Bereichen, bei Zoom-Meetings muss man genau zuhören und das Gesagte einordnen, ohne den Hintergrund der Person zu kennen.	Defining a specific topic was relatively tedious, we all come from different backgrounds, in Zoom meetings you have to listen carefully and categorize what is said without knowing the background of the person.	1	2	2	1/2/3/	3.0
ethics	2	2	7	Das führt dazu, dass alles länger dauert und sich für mich oft anstrengend anfühlt.	As a result, everything takes longer and often feels exhausting to me.	1	2	3	2022-03-01 00:00:00	3.0
ethics	2	2	7	Gefühle, die sich mit meinen Erfahrungen bei der Lösung der Aufgabe deckten.	Feelings that coincided with my experience in solving the task.	0	3	1	1	1.0
ethics	2	2	8	Die Zeit war knapp und die Online-Beteiligung ist schwieriger,	Time was short and online participation is more difficult,	1	2	2	2	2.0
ethics	2	2	9	Die Diskussion wurde von einem Teilnehmer ein wenig entgleist, was es schwierig machte, ihr zu folgen.	The discussion was derailed a bit by one participant, which made it difficult to follow.	1	2	2	0	0.0
ethics	2	2	10	"Durch das ""virtuelle"" Zusammenarbeiten bei den großen Gruppenarbeiten und den unterschiedlichen Schwerpunkten fehlt es teils an Organisation oder freien Terminen, was aber mit einzuplanen ist."	"Due to the ""virtual"" collaboration in the large group work and the different focal points, there is sometimes a lack of organization or free time, but this has to be factored in."	1	2	3	3	3.0
ethics	2	2	11	Die größte Herausforderung besteht darin, in kurzer Zeit neue Fertigkeiten zu erlernen.	The biggest challenge is learning new skills in a short period of time.	1	2	2	2022-03-02 00:00:00	3.0
ethics	2	2	11	Dieser Kurs ist eine Einladung, kreativ zu sein und ich denke, dass mehr Zeit für eine bessere Leistung benötigt wird	This course is an invitation to be creative and I think more time is needed for better performance	1	6	2	2022-03-02 00:00:00	3.0
ethics	2	2	12	Herausfordernd war die Annäherung an unsere Forschungsfrage, da unser Thema sehr umfassend ist und wir ein Abstraktionslevel finden wollten, auf dem wir uns wohl fühlten.	Challenging was approaching our research question because our topic is very broad and we wanted to find a level of abstraction that we felt comfortable with.	1	6	3	2022-03-02 00:00:00	3.0
ethics	2	2	13	Wir sind noch im Diskussionsprozess unseres Projekts, aber einige der Herausforderungen, die ich spüren konnte, ist, inwieweit wir die ethischen Probleme kompromittieren werden, weil die Implementierung in ein KI-System eine Herausforderung oder ein Hindernis für den Fortschritt bei der Herstellung eines solchen KI-Systems darstellt.	We are still in the discussion process of our project, but some of the challenges I could sense is to what extent we will compromise the ethical issues because implementing it in an AI system is a challenge or an obstacle to progress in making such an AI system.	1	2	3	3	3.0
ethics	2	2	14	Die Schlussfolgerung war eine große Herausforderung.	The conclusion was a big challenge.	1	2	2	2	2.0
ethics	2	2	14	Es ist wirklich schwierig, Fake News zu überwachen und noch schwieriger, den Glauben der Allgemeinheit zu gewinnen.	It is really difficult to monitor Fake News and even more difficult to gain the belief of the general public.	1	1	2	2	2.0
ethics	2	2	14	Manchmal lieben es die Menschen auch, die Fake News zu ihrer eigenen Unterhaltung zu teilen und zu verbreiten.	Sometimes people also love to share and spread the Fake News for their own entertainment.	0	2	1	0	0.0
ethics	2	3	1	ML kann mit GUI dargestellt werden.	ML can be represented with GUI.	0	3	0	0	0.0
ethics	2	3	2	Das bringt mich zum Nachdenken darüber, wie wir den Maschinen beibringen können, die Regeln und nicht nur die Muster zu lernen.	This makes me think about how we can teach machines to learn the rules and not just the patterns.	1	3	3	3	3.0
ethics	2	3	4	Meine Wahrnehmung gegenüber dem Thema hat sich nicht allzu sehr verändert.	My perception towards the subject has not changed too much.	0	3	0	0/2	0.0
ethics	2	3	5	Ich bin mir meiner wissenschaftlichen, moralischen und sozialen Verantwortung bewusster geworden	I have become more aware of my scientific, moral, and social responsibilities	1	3	4	2022-04-02 00:00:00	4.0
ethics	2	3	6	Ich habe etwas mehr Themen zum Denken, aber es hat sich alles vermischt	I have a little more subjects to think about, but it has all blended together	1	3	0	0	0.0
ethics	2	3	7	Was wiederum meine Wahrnehmung verändert hat, war die Hintergrundlektüre, die mich in das vorliegende Thema und einige verwandte Bereiche eingeführt hat.	What again changed my perception was the background reading that introduced me to the topic at hand and some related areas.	1	3	4	2022-04-03 00:00:00	4.0
ethics	2	3	7	Meine Sichtweise auf das Projekt und die unmittelbaren Assoziationen, die ich herstelle, leiten sich jedoch aus dem bisherigen Verständnis und meinem konzeptionellen Rahmen ab.	However, my view of the project and the immediate associations I make are derived from previous understanding and my conceptual framework.	1	3	3	0/3	3.0
ethics	2	3	7	Ich gehe davon aus, dass das Endergebnis des Projekts mir einige Programmierkenntnisse vermitteln wird.	I anticipate that the end result of the project will provide me with some programming skills.	1	3	5	1/4/5/	4.0
ethics	2	3	7	Zu diesem Zeitpunkt habe ich jedoch wenig.	At this point, however, I have little.	0	2	0	0	0.0
ethics	2	3	8	Neue Perspektiven gewonnen und Stoff zum Nachdenken.	New perspectives gained and food for thought.	1	4	4	4	4.0
ethics	2	3	9	Sie hat sich nicht verändert, wurde aber um weitere Gesichtspunkte und Facetten erweitert.	It has not changed, but has been expanded to include more viewpoints and facets.	1	3	2	2	2.0
ethics	2	3	10	Super relevant!	Super relevant!	0	5	2	2022-02-01 00:00:00	2.0
ethics	2	3	10	!	!	0	3	0	0	0.0
ethics	2	3	11	Das Ziel ist nicht, einen guten Algorithmus zu haben, sondern ihn mit vielen anderen Bereichen zu verknüpfen	The goal is not to have a good algorithm, but to link it to many other fields	1	3	3	2022-05-03 00:00:00	5.0
ethics	2	3	12	Vor allem die Relevanz im juristischen Bereich ist für mich deutlicher geworden.	Especially the relevance in the legal field has become clearer to me.	1	3	2	2/3/4/	2.0
ethics	2	3	13	Mit der Erkenntnis, dass KI nicht nur ein mögliches Zukunftsszenario ist, sondern auf die eine oder andere Weise bereits stattfindet, hat sich vieles verändert.	With the realization that AI is not just a possible future scenario, but is already happening in one way or another, a lot has changed.	1	6	4	0/4	4.0
ethics	2	3	13	Allerdings ist die Grenze sehr fließend, ob es sich um KI oder automatisierte Entscheidungssysteme handelt.	However, there is a very blurred line between whether we are talking about AI or automated decision systems.	1	3	2	2022-03-02 00:00:00	3.0
ethics	2	3	14	Ethik ist sehr wichtig, um das unnötige Chaos zu vermeiden, aber was, wenn die Macht einer Nation sich nicht darum kümmert.	Ethics is very important to avoid the unnecessary chaos, but what if the power of a nation does not care.	1	6	3	2022-03-02 00:00:00	3.0
ethics	2	3	14	Aber die Frage ist, wer wird diese großen Fische überwachen?	But the question is, who will monitor these big fish?	1	6	2	3	3.0
ethics	2	4	1	Einige theoretische Grundkenntnisse konnten bereits zur praktischen Anwendung kommen, was ich sehr schätze.	Some basic theoretical knowledge could already be put to practical use, which I appreciate.	1	4	5	2022-02-01 00:00:00	2.0
ethics	2	4	2	Ich musste meine Fähigkeiten neu einschätzen, um zu wissen, ob meine Kompetenzen ausreichen, um meine Forschungsfragen zu beantworten.	I had to reassess my skills to know if my competencies are sufficient to answer my research questions.	1	3	0	0	0.0
ethics	2	4	3	Ich habe die Fähigkeiten bemerkt, die verbessert werden können.	I noticed the skills that can be improved.	1	6	0		
ethics	2	4	4	-	-	0	3	0	0	0.0
ethics	2	4	5	Kritisches Denken ist eine wichtige Kompetenz	Critical thinking is an important skill	0	3	2	2	2.0
ethics	2	4	6	schwierig zu sagen	difficult to say	0	2	0	0	0.0
ethics	2	4	7	Zu diesem Zeitpunkt habe ich nicht das Gefühl, dass sich meine Kompetenzen verändert haben, da ich zur Lösung der Aufgaben auf bereits erlernte Fähigkeiten und konzeptionelle Rahmen zurückgreife.	At this point, I do not feel that my competencies have changed because I am using previously learned skills and conceptual frameworks to solve the tasks.	1	3	3	3	3.0
ethics	2	4	7	Für mich ist neues Wissen nicht mit Kompetenzen gleichzusetzen.	For me, new knowledge does not equate to competencies.	1	3	2	3	3.0
ethics	2	4	7	Vielleicht wird sich das zu einem späteren Zeitpunkt ändern.	Perhaps this will change at a later date.	0	3	2	3	3.0
ethics	2	4	8	ganz und gar nicht	Not at all	0	3	0	0	0.0
ethics	2	4	9	Hat meine Wahrnehmung bezüglich meiner Kompetenzen nicht verändert.	Has not changed my perception regarding my competencies.	0	3	0	0/2	0.0
ethics	2	4	10	Fundierter durch Lesen, Seminar, Eigenreflektionen, etc.	More informed by reading, seminar, self-reflections, etc.	1	3	2	2	2.0
ethics	2	4	11	Ich habe das Gefühl, dass ich die angesprochenen Themen tiefgründig diskutieren und neue Erkenntnisse gewinnen kann	I feel I can discuss the topics addressed in depth and gain new insights	1	3	1	2022-02-01 00:00:00	2.0
ethics	2	4	12	Die Wahrnehmung meiner Kompetenzen ist ähnlich geblieben.	The perception of my competencies has remained similar.	0	3	0	0/2	2.0
ethics	2	4	13	Ich weiß, dass ich noch viel lernen muss, um kompetent genug zu sein, denn bisher war meine Fähigkeit, ethische Fragen anzugehen, sehr eindimensional und basierte auf dem Problem, das den meisten (informierten Bürgern) bekannt ist.	I know that I still have a lot to learn to be competent enough, because so far my ability to address ethical issues has been very one-dimensional and based on the problem that most (informed citizens) are familiar with.	1	2	3	3	3.0
ethics	2	4	13	Die Ethik selbst ist ein weites Feld und die Herausforderung, eine universelle Ethik zu implementieren, ist eine so komplexe und schwierige Sache, aber die Möglichkeit der KI drängt uns die Notwendigkeit einer solchen Sache, da die Verwendung von KI universell sein wird.	Ethics itself is a broad field and the challenge of implementing universal ethics is such a complex and difficult thing, but the possibility of AI pushes us the need for such a thing as the use of AI will be universal.	1	6	2	2/3/4/	4.0
ethics	2	4	14	Es ist sehr wichtig, als Einzelner ethisch korrekt zu sein.	It is very important to be ethical as an individual.	0	3	2	2	2.0
ethics	2	4	14	Denn dieses eine Individuum kann morgen auf dem Stuhl der Macht sitzen.	Because that one individual can sit in the chair of power tomorrow.	1	3	3	3	3.0
ethics	2	4	14	Ich glaube, diese Vermittlung von Ethik kommt zunächst aus der Familie.	I think this transmission of ethics comes first from the family.	1	3	2	3	3.0
ethics	2	4	14	Kultur-Alter-Geschlecht-Demographie ist auch ein großer Einfluss in diesem ganzen Spiel.	Culture-age-gender-demographics is also a big influence in this whole game.	1	3	2	2022-03-02 00:00:00	2.0
ethics	2	5	1	Zu Anfang der Aufgabe war ich nur neugierig, während der genannten Herausforderung fühlte ich mich unvorbereitet und zweifelhaft - das wurde jedoch durch die Lösung in ein sichereres Gefühl umgewandelt.	At the beginning of the task I was just curious, during said challenge I felt unprepared and doubtful - however, that was turned into a more confident feeling by the solution.	1	6	2	2022-04-02 00:00:00	4.0
ethics	2	5	1	Mein Interesse wurde gesteigert.	My interest was heightened.	1	4	1	1	1.0
ethics	2	5	2	Ich war begeistert	I was excited	0	5	1	1	1.0
ethics	2	5	3	Wenn etwas nicht so läuft wie erwartet, dann kann man sich ärgern und enttäuscht sein, aber wenn ein schönes Produkt entwickelt wird, dann macht das natürlich glücklich.	When something doesn't go as expected, you can be annoyed and disappointed, but when a beautiful product is developed, of course that makes you happy.	1	6	1	1	1.0
ethics	2	5	4	Die Diskussion über das Thema war interessant und ich habe mit Begeisterung teilgenommen	The discussion on the topic was interesting and I participated with enthusiasm	1	4	2	2022-02-01 00:00:00	2.0
ethics	2	5	5	Ich war begeistert, die Aufgaben entsprachen wirklich meinen Werten und gaben mir Motivation	I was excited, the tasks really matched my values and gave me motivation	1	5	3	1/2/3/	2.0
ethics	2	5	6	etwas schwer zu antworten	a bit difficult to answer	0	2	0	0	0.0
ethics	2	5	7	Ich fühlte mich erleichtert, da wir die Aufgabe lösen konnten.	I felt relieved because we were able to solve the task.	1	4	3	3	3.0
ethics	2	5	7	Die einzige Art und Weise, wie sich meine persönlichen Überzeugungen bei dieser Aufgabe verändert haben, ist, dass ich die Gruppenarbeit genieße und sie als hilfreich empfinde.	The only way my personal beliefs changed in this task is that I enjoy the group work and find it helpful.	1	4	2	2	2.0
ethics	2	5	7	"Dieses Gefühl habe ich normalerweise nur, wenn ich die Menschen, mit denen ich zusammenarbeite, kenne und schätze, und es ist meist spezifisch für meinen ""persönlichen"" Bereich."	"I usually only have this feeling when I know and appreciate the people I work with, and it is usually specific to my ""personal"" area."	1	3	3	0/3	0.0
ethics	2	5	8	Gelassen und interessiert.	Serenity and interest.	0	4	1	1	1.0
ethics	2	5	9	Freude und Stolz.	Pleasure and pride.	0	4	1	1	1.0
ethics	2	5	10	Keine besonders abweichenden – teils war ich jedoch sehr motiviert nach den Sessions.	None particularly divergent - in part, though, I was very motivated after the sessions.	1	4	1	1	1.0
ethics	2	5	11	begeistert	Enthusiastic	0	4	1	1	1.0
ethics	2	5	12	Nach Aufgabenlösungen oder kleinen erreichten Schritten war ich erleichtert und hatte ein klareres Bild von unserem Lösungsweg.	After task solutions or small steps achieved, I was relieved and had a clearer picture of our solution path.	1	4	4	2022-04-01 00:00:00	1.0
ethics	2	5	13	Wir sind immer noch dabei und weit davon entfernt, fertig zu sein, aber gefühlsmäßig finde ich es aufregend, an diesem Thema zu arbeiten, und manchmal hat man das Gefühl, dass der Umfang so groß ist, dass man sich fragt, ob ein solches System auch nur annähernd zufriedenstellend wäre, wenn man es mit der Theorie vergleicht.	We are still in the process and far from being finished, but emotionally I find it exciting to work on this subject, and sometimes you feel that the scope is so large that you wonder if such a system would be even remotely satisfactory when compared to theory.	1	6	2	2022-02-01 00:00:00	2.0
ethics	2	5	14	Es ist das Wichtigste, ethisch korrekt zu sein.	The most important thing is to be ethical.	0	3	2	2	2.0
ethics	2	5	14	Es ist schwer, das Gesamtszenario zu kontrollieren, aber die individuelle Entwicklung, sowohl moralisch als auch pädagogisch, wird es ändern können.	It is difficult to control the overall scenario, but individual development, both moral and educational, will be able to change it.	1	6	4	2/3/4/	4.0
